Channel1_Signal,Channel1_Noise,Channel2_Signal,Channel2_Noise,Notes
," Point 5 Time: 12.414453 Frequency:  39.85 Hz, Directions:  39.40 degrees ",," Point 5 Time: 13.735172 Frequency:  37.23 Hz, Directions: 272.36 degrees ",
," Point 6 Time: 12.903609 Frequency:  39.85 Hz, Directions:  50.82 degrees ",," Point 6 Time: 14.224327 Frequency:  37.23 Hz, Directions: 164.41 degrees ",
,,,,
, Absolute time at min time: 08-Aug-2014 04:30:33 ,, Absolute time at min time: 08-Aug-2014 04:31:21 ,
," Point 1 Time: 0.552442 Frequency:  47.71 Hz, Directions:  89.95 degrees ",," Point 1 Time: 0.943766 Frequency:  48.36 Hz, Directions:  62.51 degrees ",
," Point 2 Time: 0.992682 Frequency:  48.36 Hz, Directions:  48.12 degrees ",," Point 2 Time: 1.824246 Frequency:  47.93 Hz, Directions: 338.10 degrees ",
," Point 3 Time: 0.576900 Frequency:  42.47 Hz, Directions: 131.29 degrees ",," Point 3 Time: 1.066055 Frequency:  42.69 Hz, Directions:  76.03 degrees ",
," Point 4 Time: 0.919309 Frequency:  42.47 Hz, Directions:  99.87 degrees ",," Point 4 Time: 1.775330 Frequency:  42.69 Hz, Directions:  64.30 degrees ",
," Point 5 Time: 0.625816 Frequency:  36.79 Hz, Directions: 208.55 degrees ",," Point 5 Time: 1.041597 Frequency:  38.32 Hz, Directions:  39.31 degrees ",
," Point 6 Time: 1.114971 Frequency:  37.01 Hz, Directions: 142.10 degrees ",," Point 6 Time: 1.701957 Frequency:  38.32 Hz, Directions: 229.48 degrees ",
,,,,
, Absolute time at min time: 08-Aug-2014 04:31:08 ,, Absolute time at min time: 08-Aug-2014 04:31:55,
," Point 1 Time: 12.536742 Frequency:  47.27 Hz, Directions:  14.05 degrees ",," Point 1 Time: 21.855147 Frequency:  47.05 Hz, Directions: 339.94 degrees ",
," Point 2 Time: 12.976982 Frequency:  47.27 Hz, Directions:  58.92 degrees ",," Point 2 Time: 22.686710 Frequency:  47.05 Hz, Directions: 194.44 degrees ",
," Point 3 Time: 12.659031 Frequency:  41.81 Hz, Directions:  54.29 degrees ",," Point 3 Time: 22.026351 Frequency:  41.81 Hz, Directions: 118.18 degrees ",
," Point 4 Time: 13.001440 Frequency:  41.81 Hz, Directions:  69.16 degrees ",," Point 4 Time: 22.906830 Frequency:  41.16 Hz, Directions:  26.63 degrees ",
," Point 5 Time: 12.512284 Frequency:  36.79 Hz, Directions: 122.65 degrees ",," Point 5 Time: 22.075267 Frequency:  36.57 Hz, Directions:  54.94 degrees ",
," Point 6 Time: 13.050355 Frequency:  36.79 Hz, Directions:  86.80 degrees ",," Point 6 Time: 23.004661 Frequency:  36.35 Hz, Directions:  44.30 degrees ",
,,,,
, Absolute time at min time: 08-Aug-2014 04:31:20,, Absolute time at min time: 08-Aug-2014 04:32:16,
," Point 1 Time: 0.503527 Frequency:  48.14 Hz, Directions: 284.65 degrees ",," Point 1 Time: 0.845935 Frequency:  48.14 Hz, Directions:  95.31 degrees ",
," Point 2 Time: 0.919309 Frequency:  47.93 Hz, Directions:  27.71 degrees ",," Point 2 Time: 1.555210 Frequency:  47.93 Hz, Directions:  67.19 degrees ",
," Point 3 Time: 0.405696 Frequency:  43.12 Hz, Directions:  73.71 degrees ",," Point 3 Time: 0.845935 Frequency:  41.38 Hz, Directions: 102.61 degrees ",
," Point 4 Time: 0.870393 Frequency:  43.12 Hz, Directions:  61.03 degrees ",," Point 4 Time: 1.408464 Frequency:  40.94 Hz, Directions: 157.02 degrees ",
," Point 5 Time: 0.527985 Frequency:  38.76 Hz, Directions: 209.47 degrees ",," Point 5 Time: 0.845935 Frequency:  37.45 Hz, Directions:  58.24 degrees ",
," Point 6 Time: 0.919309 Frequency:  38.54 Hz, Directions: 122.85 degrees ",," Point 6 Time: 1.481837 Frequency:  37.23 Hz, Directions:   1.60 degrees ",
,,,,
, Absolute time at min time: 08-Aug-2014 04:31:55,, Absolute time at min time: 08-Aug-2014 04:32:29,
," Point 1 Time: 21.170330 Frequency:  48.58 Hz, Directions:  22.90 degrees ",," Point 1 Time: 9.406150 Frequency:  48.80 Hz, Directions: 350.70 degrees ",
," Point 2 Time: 21.806231 Frequency:  48.14 Hz, Directions:  38.95 degrees ",," Point 2 Time: 10.115424 Frequency:  48.14 Hz, Directions:   3.40 degrees ",
," Point 3 Time: 21.243703 Frequency:  41.59 Hz, Directions:  67.09 degrees ",," Point 3 Time: 9.479523 Frequency:  44.00 Hz, Directions:  27.53 degrees ",
," Point 4 Time: 21.928520 Frequency:  41.38 Hz, Directions:  59.80 degrees ",," Point 4 Time: 10.042051 Frequency:  43.56 Hz, Directions:  56.95 degrees ",
," Point 5 Time: 21.219245 Frequency:  35.26 Hz, Directions:  69.52 degrees ",," Point 5 Time: 9.479523 Frequency:  37.88 Hz, Directions: 195.44 degrees ",
," Point 6 Time: 21.928520 Frequency:  35.26 Hz, Directions: 142.55 degrees ",," Point 6 Time: 10.090967 Frequency:  37.88 Hz, Directions: 229.07 degrees ",
,,,,
, Absolute time at min time: 08-Aug-2014 04:32:16 ,, Absolute time at min time: 08-Aug-2014 04:32:38 ,
," Point 1 Time: 0.625816 Frequency:  48.14 Hz, Directions: 187.68 degrees ",," Point 1 Time: 0.821478 Frequency:  49.02 Hz, Directions:  62.39 degrees ",
," Point 2 Time: 1.017140 Frequency:  47.93 Hz, Directions:  80.71 degrees ",," Point 2 Time: 1.384006 Frequency:  49.02 Hz, Directions:  12.78 degrees ",
," Point 3 Time: 0.699189 Frequency:  42.25 Hz, Directions: 357.53 degrees ",," Point 3 Time: 0.870393 Frequency:  42.69 Hz, Directions:  76.60 degrees ",
," Point 4 Time: 1.163886 Frequency:  41.81 Hz, Directions: 188.78 degrees ",," Point 4 Time: 1.555210 Frequency:  42.47 Hz, Directions:  28.88 degrees ",
," Point 5 Time: 0.748104 Frequency:  37.45 Hz, Directions:  18.58 degrees ",," Point 5 Time: 0.772562 Frequency:  37.66 Hz, Directions:  53.48 degrees ",
," Point 6 Time: 1.163886 Frequency:  37.45 Hz, Directions: 100.27 degrees ",," Point 6 Time: 1.432922 Frequency:  37.66 Hz, Directions:  54.87 degrees ",
,,,,
, Absolute time at min time: 08-Aug-2014 04:32:29,, Absolute time at min time: 08-Aug-2014 04:32:44,
," Point 1 Time: 10.702411 Frequency:  48.80 Hz, Directions:  12.91 degrees ",," Point 1 Time: 15.398299 Frequency:  49.24 Hz, Directions:  39.44 degrees ",
," Point 2 Time: 11.216023 Frequency:  48.14 Hz, Directions:  90.51 degrees ",," Point 2 Time: 16.107574 Frequency:  49.24 Hz, Directions:  45.88 degrees ",
," Point 3 Time: 10.482291 Frequency:  41.81 Hz, Directions:  69.52 degrees ",," Point 3 Time: 15.324926 Frequency:  44.21 Hz, Directions:  54.12 degrees ",
," Point 4 Time: 11.118192 Frequency:  41.38 Hz, Directions:  82.16 degrees ",," Point 4 Time: 16.009743 Frequency:  43.56 Hz, Directions:  12.84 degrees ",
," Point 5 Time: 10.555664 Frequency:  35.70 Hz, Directions: 342.88 degrees ",," Point 5 Time: 15.324926 Frequency:  37.45 Hz, Directions:  33.84 degrees ",
," Point 6 Time: 11.216023 Frequency:  35.26 Hz, Directions:  31.67 degrees ",," Point 6 Time: 15.838539 Frequency:  37.45 Hz, Directions:  47.76 degrees ",
,,,,
, Absolute time at min time: 08-Aug-2014 04:32:39,, Absolute time at min time: 08-Aug-2014 04:32:59 ,
," Point 1 Time: 0.479069 Frequency:  48.36 Hz, Directions: 193.71 degrees ",," Point 1 Time: 0.601358 Frequency:  48.58 Hz, Directions:  37.64 degrees ",
," Point 2 Time: 1.212802 Frequency:  48.36 Hz, Directions:  75.16 degrees ",," Point 2 Time: 1.041597 Frequency:  48.80 Hz, Directions:  18.29 degrees ",
," Point 3 Time: 0.576900 Frequency:  42.47 Hz, Directions:  49.78 degrees ",," Point 3 Time: 0.552442 Frequency:  43.56 Hz, Directions: 150.76 degrees ",
," Point 4 Time: 1.237260 Frequency:  42.47 Hz, Directions: 129.59 degrees ",," Point 4 Time: 1.041597 Frequency:  43.34 Hz, Directions: 247.47 degrees ",
," Point 5 Time: 0.601358 Frequency:  36.35 Hz, Directions:  80.17 degrees ",," Point 5 Time: 0.625816 Frequency:  37.66 Hz, Directions:  38.01 degrees ",
," Point 6 Time: 1.212802 Frequency:  36.35 Hz, Directions:  26.97 degrees ",," Point 6 Time: 1.090513 Frequency:  37.66 Hz, Directions:  99.97 degrees ",
,,,,
, Absolute time at min time: 08-Aug-2014 04:32:44,, Absolute time at min time: 08-Aug-2014 04:33:46 ,
," Point 1 Time: 18.455519 Frequency:  47.93 Hz, Directions: 340.03 degrees ",," Point 1 Time: 10.017593 Frequency:  47.93 Hz, Directions:  61.30 degrees ",
," Point 2 Time: 19.213709 Frequency:  48.14 Hz, Directions: 127.87 degrees ",," Point 2 Time: 10.653495 Frequency:  47.71 Hz, Directions: 185.79 degrees ",
," Point 3 Time: 18.553350 Frequency:  42.47 Hz, Directions:  70.13 degrees ",," Point 3 Time: 10.164340 Frequency:  43.12 Hz, Directions: 134.95 degrees ",
," Point 4 Time: 19.115878 Frequency:  42.90 Hz, Directions: 154.26 degrees ",," Point 4 Time: 10.653495 Frequency:  43.12 Hz, Directions: 109.07 degrees ",
," Point 5 Time: 18.259857 Frequency:  37.66 Hz, Directions:  71.70 degrees ",," Point 5 Time: 9.944220 Frequency:  36.57 Hz, Directions:  43.95 degrees ",
," Point 6 Time: 18.846843 Frequency:  37.45 Hz, Directions:  70.94 degrees ",," Point 6 Time: 10.531206 Frequency:  36.57 Hz, Directions:  27.30 degrees ",
,,,,
, Absolute time at min time: 08-Aug-2014 04:33:02,, Absolute time at min time: 08-Aug-2014 04:33:55,
," Point 1 Time: 0.748104 Frequency:  48.36 Hz, Directions:  43.20 degrees ",," Point 1 Time: 0.674731 Frequency:  48.58 Hz, Directions:  99.10 degrees ",
," Point 2 Time: 1.286175 Frequency:  47.93 Hz, Directions:  45.38 degrees ",," Point 2 Time: 1.408464 Frequency:  48.36 Hz, Directions:  26.08 degrees ",
," Point 3 Time: 0.674731 Frequency:  43.12 Hz, Directions:  47.11 degrees ",," Point 3 Time: 0.748104 Frequency:  42.69 Hz, Directions:  11.64 degrees ",
," Point 4 Time: 1.310633 Frequency:  43.12 Hz, Directions:  60.57 degrees ",," Point 4 Time: 1.212802 Frequency:  42.69 Hz, Directions:  25.02 degrees ",
," Point 5 Time: 0.748104 Frequency:  38.32 Hz, Directions: 210.92 degrees ",," Point 5 Time: 0.797020 Frequency:  37.23 Hz, Directions: 121.78 degrees ",
," Point 6 Time: 1.310633 Frequency:  37.88 Hz, Directions: 235.95 degrees ",," Point 6 Time: 1.237260 Frequency:  37.23 Hz, Directions:  51.65 degrees ",
,,,,
, Absolute time at min time: 08-Aug-2014 04:33:46,, Absolute time at min time: 08-Aug-2014 04:34:39 ,
," Point 1 Time: 14.371074 Frequency:  48.80 Hz, Directions: 159.43 degrees ",," Point 1 Time: 12.830235 Frequency:  49.02 Hz, Directions: 157.74 degrees ",
," Point 2 Time: 15.080349 Frequency:  48.36 Hz, Directions:  97.04 degrees ",," Point 2 Time: 13.857461 Frequency:  49.02 Hz, Directions: 104.82 degrees ",
," Point 3 Time: 14.346616 Frequency:  40.94 Hz, Directions:  34.44 degrees ",," Point 3 Time: 12.952524 Frequency:  43.34 Hz, Directions:  34.08 degrees ",
," Point 4 Time: 15.031433 Frequency:  40.94 Hz, Directions: 145.02 degrees ",," Point 4 Time: 13.881919 Frequency:  43.56 Hz, Directions:  54.73 degrees ",
," Point 5 Time: 14.199870 Frequency:  35.48 Hz, Directions:  82.37 degrees ",," Point 5 Time: 13.319390 Frequency:  37.66 Hz, Directions: 262.02 degrees ",
," Point 6 Time: 14.958060 Frequency:  35.48 Hz, Directions: 114.06 degrees ",," Point 6 Time: 14.102038 Frequency:  37.66 Hz, Directions:  47.36 degrees ",
,,,,
, Absolute time at min time: 08-Aug-2014 04:34:00 ,, Absolute time at min time: 08-Aug-2014 04:34:51 ,
," Point 1 Time: 0.845935 Frequency:  48.58 Hz, Directions:  80.80 degrees ",," Point 1 Time: 0.894851 Frequency:  48.58 Hz, Directions:  28.88 degrees ",
," Point 2 Time: 1.335091 Frequency:  48.36 Hz, Directions:  55.49 degrees ",," Point 2 Time: 1.555210 Frequency:  48.14 Hz, Directions:  51.02 degrees ",
," Point 3 Time: 0.748104 Frequency:  43.34 Hz, Directions:  42.50 degrees ",," Point 3 Time: 0.968224 Frequency:  44.21 Hz, Directions:  28.58 degrees ",
," Point 4 Time: 1.530753 Frequency:  43.34 Hz, Directions: 355.13 degrees ",," Point 4 Time: 1.628584 Frequency:  44.00 Hz, Directions:  23.53 degrees ",
," Point 5 Time: 0.821478 Frequency:  37.23 Hz, Directions: 108.47 degrees ",," Point 5 Time: 0.943766 Frequency:  37.88 Hz, Directions:  55.23 degrees ",
," Point 6 Time: 1.359548 Frequency:  37.45 Hz, Directions:  33.51 degrees ",," Point 6 Time: 1.530753 Frequency:  37.88 Hz, Directions:  27.46 degrees ",
,,,,
, Absolute time at min time: 08-Aug-2014 04:34:39,, Absolute time at min time: 08-Aug-2014 04:36:19,
," Point 1 Time: 12.952524 Frequency:  48.36 Hz, Directions: 258.64 degrees ",," Point 1 Time: 12.072045 Frequency:  47.93 Hz, Directions: 124.59 degrees ",
," Point 2 Time: 13.808545 Frequency:  48.14 Hz, Directions:  75.15 degrees ",," Point 2 Time: 12.805777 Frequency:  48.14 Hz, Directions:  56.65 degrees ",
," Point 3 Time: 12.830235 Frequency:  42.90 Hz, Directions: 107.12 degrees ",," Point 3 Time: 12.096503 Frequency:  41.16 Hz, Directions: 327.77 degrees ",
," Point 4 Time: 13.588426 Frequency:  42.47 Hz, Directions:  67.39 degrees ",," Point 4 Time: 12.805777 Frequency:  41.81 Hz, Directions:  82.78 degrees ",
," Point 5 Time: 12.879151 Frequency:  38.97 Hz, Directions:  44.26 degrees ",," Point 5 Time: 12.218791 Frequency:  35.92 Hz, Directions:  33.77 degrees ",
," Point 6 Time: 13.686257 Frequency:  38.54 Hz, Directions:  12.33 degrees ",," Point 6 Time: 12.805777 Frequency:  36.14 Hz, Directions:  63.49 degrees ",
,,,,
, Absolute time at min time: 08-Aug-2014 04:34:51 ,, Absolute time at min time: 08-Aug-2014 04:36:31,
," Point 1 Time: 0.772562 Frequency:  48.14 Hz, Directions: 197.78 degrees ",," Point 1 Time: 4.563514 Frequency:  49.45 Hz, Directions:  45.14 degrees ",
," Point 2 Time: 1.237260 Frequency:  48.36 Hz, Directions:  84.45 degrees ",," Point 2 Time: 5.223874 Frequency:  49.24 Hz, Directions:  22.59 degrees ",
," Point 3 Time: 0.674731 Frequency:  44.00 Hz, Directions:  56.35 degrees ",," Point 3 Time: 4.514599 Frequency:  44.21 Hz, Directions: 146.51 degrees ",
," Point 4 Time: 1.310633 Frequency:  43.78 Hz, Directions: 139.35 degrees ",," Point 4 Time: 5.101585 Frequency:  43.78 Hz, Directions: 354.44 degrees ",
," Point 5 Time: 0.748104 Frequency:  38.32 Hz, Directions:  34.97 degrees ",," Point 5 Time: 4.490141 Frequency:  39.41 Hz, Directions:  26.07 degrees ",
," Point 6 Time: 1.359548 Frequency:  37.88 Hz, Directions:  23.28 degrees ",," Point 6 Time: 5.126043 Frequency:  38.76 Hz, Directions: 146.86 degrees ",
,,,,
, Absolute time at min time: 08-Aug-2014 04:36:19 ,, Absolute time at min time: 08-Aug-2014 04:36:52 ,
," Point 1 Time: 13.246017 Frequency:  46.62 Hz, Directions:  65.50 degrees ",," Point 1 Time: 15.618419 Frequency:  47.71 Hz, Directions: 214.04 degrees ",
," Point 2 Time: 13.784088 Frequency:  46.62 Hz, Directions:  88.16 degrees ",," Point 2 Time: 16.645645 Frequency:  47.49 Hz, Directions: 122.55 degrees ",
," Point 3 Time: 13.221559 Frequency:  41.16 Hz, Directions:  87.81 degrees ",," Point 3 Time: 15.862997 Frequency:  41.38 Hz, Directions: 109.07 degrees ",
," Point 4 Time: 13.759630 Frequency:  41.16 Hz, Directions:  19.67 degrees ",," Point 4 Time: 16.621187 Frequency:  40.94 Hz, Directions:   3.27 degrees ",
," Point 5 Time: 13.025897 Frequency:  36.57 Hz, Directions:  60.95 degrees ",," Point 5 Time: 15.887455 Frequency:  35.48 Hz, Directions: 145.44 degrees ",
," Point 6 Time: 13.637341 Frequency:  36.57 Hz, Directions: 103.09 degrees ",," Point 6 Time: 16.572272 Frequency:  35.48 Hz, Directions:   1.91 degrees ",
,,,,
, Absolute time at min time: 08-Aug-2014 04:36:32,, Absolute time at min time: 08-Aug-2014 04:37:03,
," Point 1 Time: 1.139428 Frequency:  48.36 Hz, Directions: 115.78 degrees ",," Point 1 Time: 0.919309 Frequency:  48.14 Hz, Directions:  26.09 degrees ",
," Point 2 Time: 1.726415 Frequency:  48.14 Hz, Directions: 298.66 degrees ",," Point 2 Time: 1.530753 Frequency:  48.14 Hz, Directions:  69.67 degrees ",
," Point 3 Time: 1.212802 Frequency:  43.12 Hz, Directions: 311.15 degrees ",," Point 3 Time: 0.943766 Frequency:  42.90 Hz, Directions:  73.29 degrees ",
," Point 4 Time: 1.628584 Frequency:  43.12 Hz, Directions:  40.86 degrees ",," Point 4 Time: 1.457379 Frequency:  42.90 Hz, Directions:  32.35 degrees ",
," Point 5 Time: 1.188344 Frequency:  39.19 Hz, Directions:  91.71 degrees ",," Point 5 Time: 0.772562 Frequency:  36.79 Hz, Directions:  15.36 degrees ",
," Point 6 Time: 1.701957 Frequency:  38.76 Hz, Directions:   8.71 degrees ",," Point 6 Time: 1.384006 Frequency:  36.79 Hz, Directions:  38.16 degrees ",
,,,,
, Absolute time at min time: 08-Aug-2014 04:36:49,, Absolute time at min time: 08-Aug-2014 04:37:09,
," Point 1 Time: 14.640109 Frequency:  45.09 Hz, Directions:   2.70 degrees ",," Point 1 Time: 13.686257 Frequency:  48.36 Hz, Directions: 317.52 degrees ",
," Point 2 Time: 15.545046 Frequency:  44.87 Hz, Directions: 247.87 degrees ",," Point 2 Time: 14.468905 Frequency:  47.93 Hz, Directions:  64.91 degrees ",
," Point 3 Time: 14.713482 Frequency:  40.50 Hz, Directions: 339.30 degrees ",," Point 3 Time: 13.710714 Frequency:  42.25 Hz, Directions:  81.45 degrees ",
," Point 4 Time: 15.373842 Frequency:  40.72 Hz, Directions:   4.88 degrees ",," Point 4 Time: 14.493363 Frequency:  41.81 Hz, Directions:  24.49 degrees ",
," Point 5 Time: 14.689025 Frequency:  36.79 Hz, Directions:  22.87 degrees ",," Point 5 Time: 13.661799 Frequency:  35.92 Hz, Directions: 359.20 degrees ",
," Point 6 Time: 15.569504 Frequency:  36.35 Hz, Directions:   2.74 degrees ",," Point 6 Time: 14.346616 Frequency:  36.35 Hz, Directions:  29.75 degrees ",
,,,,
, Absolute time at min time: 08-Aug-2014 04:37:02,, Absolute time at min time: 08-Aug-2014 04:37:22,
," Point 1 Time: 0.601358 Frequency:  48.80 Hz, Directions: 176.30 degrees ",," Point 1 Time: 0.699189 Frequency:  48.14 Hz, Directions:   3.31 degrees ",
," Point 2 Time: 1.017140 Frequency:  48.80 Hz, Directions:  33.66 degrees ",," Point 2 Time: 1.530753 Frequency:  48.14 Hz, Directions: 108.65 degrees ",
," Point 3 Time: 0.552442 Frequency:  43.78 Hz, Directions: 116.06 degrees ",," Point 3 Time: 0.797020 Frequency:  43.34 Hz, Directions: 251.48 degrees ",
," Point 4 Time: 0.968224 Frequency:  43.78 Hz, Directions:  96.44 degrees ",," Point 4 Time: 1.384006 Frequency:  43.34 Hz, Directions:  59.67 degrees ",
," Point 5 Time: 0.601358 Frequency:  39.19 Hz, Directions:  13.79 degrees ",," Point 5 Time: 0.821478 Frequency:  38.54 Hz, Directions:  98.97 degrees ",
," Point 6 Time: 0.870393 Frequency:  39.19 Hz, Directions: 348.49 degrees ",," Point 6 Time: 1.286175 Frequency:  38.32 Hz, Directions:  25.25 degrees ",
,,,,
, Absolute time at min time: 08-Aug-2014 04:37:09,, Absolute time at min time: 08-Aug-2014 04:39:05,
," Point 1 Time: 14.640109 Frequency:  47.05 Hz, Directions: 160.50 degrees ",," Point 1 Time: 23.836225 Frequency:  48.80 Hz, Directions:  11.08 degrees ",
," Point 2 Time: 15.129264 Frequency:  46.83 Hz, Directions: 279.56 degrees ",," Point 2 Time: 24.521042 Frequency:  47.93 Hz, Directions: 262.25 degrees ",
," Point 3 Time: 14.615651 Frequency:  41.81 Hz, Directions:  84.88 degrees ",," Point 3 Time: 23.909598 Frequency:  42.03 Hz, Directions:  27.93 degrees ",
," Point 4 Time: 15.080349 Frequency:  41.81 Hz, Directions: 329.07 degrees ",," Point 4 Time: 24.692246 Frequency:  42.03 Hz, Directions:  75.52 degrees ",
," Point 5 Time: 14.542278 Frequency:  35.92 Hz, Directions:  49.23 degrees ",," Point 5 Time: 23.860683 Frequency:  34.83 Hz, Directions:  12.20 degrees ",
," Point 6 Time: 15.178180 Frequency:  35.92 Hz, Directions:  28.70 degrees ",," Point 6 Time: 24.496584 Frequency:  34.83 Hz, Directions:  51.57 degrees ",
,,,,
, Absolute time at min time: 08-Aug-2014 04:37:23,, Absolute time at min time: 08-Aug-2014 04:39:28,
," Point 1 Time: 0.650273 Frequency:  48.58 Hz, Directions:   3.13 degrees ",," Point 1 Time: 0.748104 Frequency:  48.14 Hz, Directions:  49.52 degrees ",
," Point 2 Time: 1.310633 Frequency:  47.93 Hz, Directions:   6.29 degrees ",," Point 2 Time: 1.310633 Frequency:  48.14 Hz, Directions:  70.42 degrees ",
," Point 3 Time: 0.527985 Frequency:  43.56 Hz, Directions:  88.34 degrees ",," Point 3 Time: 0.797020 Frequency:  43.12 Hz, Directions: 200.36 degrees ",
," Point 4 Time: 0.992682 Frequency:  42.69 Hz, Directions:  84.50 degrees ",," Point 4 Time: 1.310633 Frequency:  43.12 Hz, Directions: 248.20 degrees ",
," Point 5 Time: 0.479069 Frequency:  38.76 Hz, Directions:  35.23 degrees ",," Point 5 Time: 0.797020 Frequency:  38.10 Hz, Directions:  19.77 degrees ",
," Point 6 Time: 0.943766 Frequency:  38.10 Hz, Directions:  67.33 degrees ",," Point 6 Time: 1.310633 Frequency:  37.88 Hz, Directions:  32.14 degrees ",
,,,,
, Absolute time at min time: 08-Aug-2014 04:39:05,, Absolute time at min time: 08-Aug-2014 04:39:58,
," Point 1 Time: 23.298154 Frequency:  48.14 Hz, Directions:  39.51 degrees ",," Point 1 Time: 15.422757 Frequency:  47.27 Hz, Directions: 124.38 degrees ",
," Point 2 Time: 23.909598 Frequency:  47.27 Hz, Directions:  61.00 degrees ",," Point 2 Time: 16.376610 Frequency:  47.27 Hz, Directions:  23.45 degrees ",
," Point 3 Time: 23.126950 Frequency:  41.59 Hz, Directions:  66.04 degrees ",," Point 3 Time: 15.422757 Frequency:  41.59 Hz, Directions:  88.78 degrees ",
," Point 4 Time: 23.787309 Frequency:  41.59 Hz, Directions: 102.36 degrees ",," Point 4 Time: 16.352152 Frequency:  41.59 Hz, Directions:  88.37 degrees ",
," Point 5 Time: 23.224781 Frequency:  37.23 Hz, Directions:  13.69 degrees ",," Point 5 Time: 15.520588 Frequency:  36.57 Hz, Directions:  69.07 degrees ",
," Point 6 Time: 23.836225 Frequency:  36.57 Hz, Directions:  33.79 degrees ",," Point 6 Time: 16.376610 Frequency:  36.79 Hz, Directions:  33.73 degrees ",
,,,,
, Absolute time at min time: 08-Aug-2014 04:39:28 ,, Absolute time at min time: 08-Aug-2014 04:40:13 ,
," Point 1 Time: 0.723647 Frequency:  48.36 Hz, Directions:  72.34 degrees ",," Point 1 Time: 0.699189 Frequency:  48.58 Hz, Directions:  48.72 degrees ",
," Point 2 Time: 1.237260 Frequency:  48.36 Hz, Directions:  64.43 degrees ",," Point 2 Time: 1.335091 Frequency:  48.58 Hz, Directions: 171.47 degrees ",
," Point 3 Time: 0.699189 Frequency:  42.90 Hz, Directions:  74.72 degrees ",," Point 3 Time: 0.772562 Frequency:  43.34 Hz, Directions:  25.70 degrees ",
," Point 4 Time: 1.286175 Frequency:  42.47 Hz, Directions: 104.95 degrees ",," Point 4 Time: 1.286175 Frequency:  43.34 Hz, Directions: 104.40 degrees ",
," Point 5 Time: 0.674731 Frequency:  36.57 Hz, Directions: 102.90 degrees ",," Point 5 Time: 0.625816 Frequency:  37.01 Hz, Directions: 357.34 degrees ",
," Point 6 Time: 1.114971 Frequency:  36.57 Hz, Directions:  47.54 degrees ",," Point 6 Time: 1.237260 Frequency:  37.01 Hz, Directions:  31.57 degrees ",
,,,,
, Absolute time at min time: 08-Aug-2014 04:39:58,, Absolute time at min time: 08-Aug-2014 04:41:14,
," Point 1 Time: 11.582890 Frequency:  47.49 Hz, Directions: 358.06 degrees ",," Point 1 Time: 20.901294 Frequency:  47.93 Hz, Directions: 217.62 degrees ",
," Point 2 Time: 12.365538 Frequency:  47.05 Hz, Directions:  94.39 degrees ",," Point 2 Time: 21.635027 Frequency:  47.93 Hz, Directions:  53.43 degrees ",
," Point 3 Time: 11.680721 Frequency:  40.28 Hz, Directions: 119.95 degrees ",," Point 3 Time: 20.950210 Frequency:  41.81 Hz, Directions:  43.95 degrees ",
," Point 4 Time: 12.463369 Frequency:  40.72 Hz, Directions:  58.51 degrees ",," Point 4 Time: 21.904062 Frequency:  41.81 Hz, Directions:  84.63 degrees ",
," Point 5 Time: 11.656263 Frequency:  35.48 Hz, Directions: 122.18 degrees ",," Point 5 Time: 21.096956 Frequency:  35.92 Hz, Directions:  41.58 degrees ",
," Point 6 Time: 12.389996 Frequency:  35.26 Hz, Directions: 198.45 degrees ",," Point 6 Time: 21.855147 Frequency:  35.92 Hz, Directions: 174.13 degrees ",
,,,,
, Absolute time at min time: 08-Aug-2014 04:40:09,, Absolute time at min time: 08-Aug-2014 04:41:34,
," Point 1 Time: 0.527985 Frequency:  48.58 Hz, Directions:  26.40 degrees ",," Point 1 Time: 0.576900 Frequency:  48.80 Hz, Directions:  37.39 degrees ",
," Point 2 Time: 1.090513 Frequency:  48.58 Hz, Directions: 172.52 degrees ",," Point 2 Time: 1.261717 Frequency:  48.80 Hz, Directions:  86.95 degrees ",
," Point 3 Time: 0.552442 Frequency:  43.34 Hz, Directions: 138.75 degrees ",," Point 3 Time: 0.650273 Frequency:  42.03 Hz, Directions:  18.81 degrees ",
," Point 4 Time: 1.090513 Frequency:  43.34 Hz, Directions: 116.83 degrees ",," Point 4 Time: 1.188344 Frequency:  41.81 Hz, Directions:  84.25 degrees ",
," Point 5 Time: 0.576900 Frequency:  37.88 Hz, Directions: 184.66 degrees ",," Point 5 Time: 0.699189 Frequency:  37.01 Hz, Directions:  46.18 degrees ",
," Point 6 Time: 1.041597 Frequency:  37.88 Hz, Directions: 198.57 degrees ",," Point 6 Time: 1.090513 Frequency:  37.01 Hz, Directions:  51.50 degrees ",
,,,,
, Absolute time at min time: 08-Aug-2014 04:41:14,, Absolute time at min time: 08-Aug-2014 04:41:28 ,
," Point 1 Time: 20.607801 Frequency:  47.93 Hz, Directions: 201.18 degrees ",," Point 1 Time: 8.476755 Frequency:  48.58 Hz, Directions:  25.24 degrees ",
," Point 2 Time: 21.292618 Frequency:  47.93 Hz, Directions:  90.77 degrees ",," Point 2 Time: 9.430607 Frequency:  48.36 Hz, Directions: 146.77 degrees ",
," Point 3 Time: 20.607801 Frequency:  41.16 Hz, Directions:  47.59 degrees ",," Point 3 Time: 8.550128 Frequency:  41.81 Hz, Directions:  57.30 degrees ",
," Point 4 Time: 21.170330 Frequency:  40.94 Hz, Directions:  31.80 degrees ",," Point 4 Time: 9.577354 Frequency:  41.59 Hz, Directions: 168.15 degrees ",
